country,utility name,utility code,utility ID,year,Type of connection, Total number of connections (residential and non-residential) in the utility area,Total Number of residential connections in the utility area,Total electricity sold per year (MWh),Length of distribution network (km) ,Total number of employees ,Average wholesale price paid per MWh (local nominal currency),Average transmission charges per MWh purchased (local nominal currency),OPEX (operation expenditures) of the distribution services (local nominal currency),CAPEX (captial expenditures) of the distribution services (local nominal currency) ,TOTEX (total expenditures) of the distribution network (local nominal currency),Energy losses in distribution per year (due to technical losses and illegal connections) %,Energy losses in distribution per year due to technical losses %,Energy losses in distribution per year due to non-technical losses (illegal connections) %,Average duration of interruptions per subscriber (hours/year),Average frequency of interruptions per subscriber (# interruptions / year),Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households,Number of customer complaints per year,Average duration between customer complaint and the solution of the problem (hours),Average residential tariff (local nominal currency / MWh),Average industrial tariff (local nominal currency / MWh),Installation Cost (residential) local nominal currency,Installation Cost (Industrial) local nominal currency,Year of privatization,Residencial conexions per employee,Energy sold per employee
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2005,Elec - Distribution,,,,,,,,,,,,,,6.33,12.28,,,,,,,,1,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2006,Elec - Distribution,13443,12175,68000,,42,,,,,,0.0742,0.0742,,11,13.34,,,,,,,,,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,1994,Elec - Distribution,334689.75,,,12002,1754,,,,,,,,,29.1,19.2,,,,,,,,0,,
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,1995,Elec - Distribution,351533.9167,,,12212,1754,,,,,,,,,29.3,20.4,,,,,,,,0,,
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,1996,Elec - Distribution,369944.8333,,,13227,1563,,,,,,,,,18.1,21.2,,,,,,,,0,,
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,1997,Elec - Distribution,386584.9167,,,13471,1330,,,,,,,,,16.9,13.5,,,,,,,,0,,
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,1998,Elec - Distribution,404444,357406,1927161,13880,1324,,,,,,0.101,,,27.62,32.46,,,,14570.3,,,,0,269.9441088,1455.559668
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,1999,Elec - Distribution,422646,373249,2065106,14180,1341,,,,,,0.105,,,23.28,35.1,,,,15868.9,,,,0,278.3363162,1539.974646
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2000,Elec - Distribution,439288,388043,5483342,14531,1435,,,36582400000,7048400000,43630800000,0.072,0.060529336,,4.6,29.82,1,3900,,18500,20600,6558,,0,270.4132404,3821.144251
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2001,Elec - Distribution,455970,403115,5866321,15012,1526,,,52672500000,6817713100,59490213100,0.0505,0.063952749,,2.4,27.55,1,4789,,23600,23600,4622,,0,264.1644823,3844.247051
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2002,Elec - Distribution,475642,419588,6190826,15677,1684,,,62576700000,7313050736,69889750736,0.0595,0.0591,,3,14.61,1,5003,,24950,24980,7417,,0,249.1615202,3676.26247
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2003,Elec - Distribution,495243,434724,6575144,16389,1711,,,66620000000,9295283542,75915283542,0.0716,0.0671,,2.1,13,1,4789,1.49,27454.4349,26603.17166,8279,,0,254.075979,3842.86616
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2004,Elec - Distribution,509107,447060,6742374,17032,1686,,,81817000000,15519208727,97336208727,0.0779,0.073,,1.7,13.9,1,5056,1.57,32071.18202,30385.92425,9751,,0,265.1601423,3999.035587
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2005,Elec - Distribution,526232,461832,7401111,17704,1696,,,1.03E+11,4912170772,1.08E+11,0.075,0.0682,,0.5,12.8,1,4683,2.07,36440.98458,34233.39698,11501,,0,272.3066038,4363.862618
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2006,Elec - Distribution,545893,478291,7631691,18471,1692,,,1.03E+11,9396300000,1.12E+11,0.0748,0.0643,,1.2,13.7,0.9883,,,41840.56686,37808.70896,,,0,282.677896,4510.455674
Costa Rica,Instituto Costarricense de Electricidad,ICE,202001,2007,Elec - Distribution,566704,495908,7593052,19002,1820,,,1.18E+11,9472500000,1.27E+11,0.0748,0.0643,,1.2,12.4,0.9724,,,45810.28735,39407.15752,,,0,272.4769231,4172.006593
Jamaica,Jamaica Public Service Company Limited,JPS,211001,1995,Elec - Distribution,,,,,,,,,,,,,,,,,,,4709.044321,3711.008062,,,0,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,1996,Elec - Distribution,,,,,,,,,,,,,,,,,,,5167.042827,3938.385373,,,0,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,1997,Elec - Distribution,,,,,,,,,,,,,,,,,,,4761.901203,3717.469341,,,0,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,1998,Elec - Distribution,443786,,2446189,,,,,,,,0.1669,,,,,,,,4769.774853,3720.789885,,,0,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,1999,Elec - Distribution,460865,,2576155,,,,,,,,0.1653,,,,,,340,,4997.631709,3978.192928,,,0,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2000,Elec - Distribution,477279,412665,2738995,,,,,4312317000,,,0.1673,,,,,,263,,6452.121062,5066.04661,,,0,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2001,Elec - Distribution,493497,427908,2793375,,,,,4635479000,,,0.1658,,,,,,,,6710.816428,5056.800261,,,1,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2002,Elec - Distribution,507560,452388,2896547,,,,,4914660000,,,0.1755,,,,,,,,7804.659438,5256.525281,,,1,,
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2003,Elec - Distribution,516681,462107,2998345,,1275,,,6116478000,3682546000,9799024000,0.186,,,,,,,,8668,7082,,,1,362.4368627,2351.643137
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2004,Elec - Distribution,536434,480665,2975509,12000,1500,,,6605588000,1909953000,8515541000,0.199,,,,,,,,8076,6350,,,1,320.4433333,1983.672667
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2005,Elec - Distribution,548446,491452,3055154,12000,1600,,,7336154000,2096603000,9432757000,0.212,0.085,,,,,,,8538,6915,,,1,307.1575,1909.47125
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2006,Elec - Distribution,571045,511039,3120669,12000,1700, ,,8340540000,2860087000,11200627000,0.229,,,,,,,,9010,7380,,,1,300.6111765,1835.687647
Jamaica,Jamaica Public Service Company Limited,JPS,211001,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,9307,7871,,,,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,1994,Elec - Distribution,,,,,,,,,,,0.0919,,,,,,,,,,,,0,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,1995,Elec - Distribution,,,,,,,,,,,0.0813,,,,,,,,,,,,0,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,1996,Elec - Distribution,,,,,,,,,,,0.0886,,,,,,,,,,,,0,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,1997,Elec - Distribution,,,,,,,,,,,0.0889,,,,,,,,,,,,0,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,1998,Elec - Distribution,55560.08333,,286680.788,543.528,,,,,,,0.0802,,,,,,,,,,,,0,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,1999,Elec - Distribution,57337,50919,307275,546.781,,,,,,,0.105,,,,,0.946,,,9292,,,,0,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2000,Elec - Distribution,58902,53051,329589.6,552.56,168,12090,2560,195984310,145334071,341318381.2,0.0809,,,,,0.96,,,11210,17850,6186,,0,315.7797619,1961.842857
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2001,Elec - Distribution,60714,54676,353240.98,570.22,168,16400,2190,290020677,159948007,449968684.7,0.0673,,,,,0.965,,,15530,22950,8427,,0,325.452381,2102.624881
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2002,Elec - Distribution,62944,56593,371758.08,579.3,168,18010,2020,365905993,234218858,600124852.2,0.0796,,,,,0.9705,,,18870,25580,8750,,0,336.8630952,2212.845714
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2003,Elec - Distribution,65213,58552,391215.41,589.6,174,17720,2460,379434482,257282042,636716524.2,0.0832,,,5.009,13.51,0.981,,,19500,26380,9118,,0,336.5057471,2248.364425
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2004,Elec - Distribution,67266,60348,407870.9,598,187,21590,3000,412290638,256473076,668763715.2,0.0916,,,4.392166667,7.7,0.989,688,,23960,30660,11121,,0,322.7165775,2181.127807
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2005,Elec - Distribution,69402,62225,426440.08,636.2,196,24490,3770,473913427,305052788,778966215.2,0.0913,,,2.751,5.05,0.9895,1563,,27890,34640,12644,,0,317.4744898,2175.714694
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2006,Elec - Distribution,71361,63661,449903,,,,,,,,,,,,,,,,31864.46124,32158.13105,,,,,
Costa Rica,Junta Administradora de Servicios Electricos de Cartago,JASEC,202008,2007,Elec - Distribution,73787.83333,65749.5,464731.0286,,,,,,,,,,,,,,,,36756.94407,37281.50621,,,,,
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,1994,Elec - Distribution,,,,3724,,,,,,,0.1059,,,,,,,,,,,,1,,
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,1995,Elec - Distribution,,,,3684,,,,,,,,,,,,,,,,,,,1,,
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,1996,Elec - Distribution,,,,3754,,,,,,,,,,,,,,,,,,,1,,
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,1997,Elec - Distribution,,,,3870,,,,,,,,,,,,,,,,,,,1,,
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,1998,Elec - Distribution,,,,,5484,,,2.89E+11,1.51E+11,4.40E+11,,,,,,,,,,,,,1,,
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,1999,Elec - Distribution,930688,,9798114,5459,4983,,,2.85E+11,1.56E+11,4.41E+11,0.115,,,4.916666667,,,,,,,,,1,,1966.308248
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2000,Elec - Distribution,916739,799054,9817000,,2472,,,5.93E+11,2.42E+11,8.35E+11,0.1145,0.086,0.0285,5,,,,,,,,,1,323.2419094,3971.278317
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2001,Elec - Distribution,933353,812613,10220000,,2474,,,4.05E+11,2.20E+11,6.25E+11,0.1675,0.084275,0.083225,5.733333333,,,,,70239.69,,,,1,328.4611964,4130.962005
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2002,Elec - Distribution,968218,843671,9748000,,2478,,,3.77E+11,2.26E+11,6.03E+11,0.172,0.0817,0.0903,5.516666667,,,,,71100,51600,,,1,340.4644875,3933.817595
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2003,Elec - Distribution,985719,857945,9628000,8403,2501,,,5.65E+11,3.72E+11,9.37E+11,0.1692,0.07555,0.09365,5.01,3.79,,,,93800,67800,,,1,343.0407837,3849.660136
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2004,Elec - Distribution,976340,849999,9904000,,2644,,,6.07E+11,3.82E+11,9.90E+11,0.1733,0.075,0.098,3.84,3.03,,,,108300,77200,,,1,321.4822239,3745.839637
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2005,Elec - Distribution,1029805,899648,10525000,,2615,,,8.05E+11,4.54E+11,1.26E+12,0.177925,0.0741,0.103825,6.22,3.59,,,,116300,85640,,,1,344.033652,4024.856597
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2006,Elec - Distribution,1103149,968517,11392000,8454,2749,,,8.59E+11,4.32E+11,1.29E+12,0.1489,0.0706,0.0783,4.86,3.41,,,,116120,87840,,,1,352.316115,4144.052383
Venezuela,La Electricidad de Caracas S.A.,EDC- AES,208001,2007,Elec - Distribution,1147323,1025849,,,2783,,,,,,0.1433,0.0724,0.0709,,,,,,115620,87260,,,0,368.6126482,
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1987,Elec - Distribution,2406622,2196391,18342223,,14161,,,,,,0.097175141,,,,,,,,,,,,0,155.1014053,1295.263258
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1988,Elec - Distribution,2363607,2160287,18794700,,14044,,,,,,0.101594577,,,,,,,,,,,,0,153.8227713,1338.272572
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1989,Elec - Distribution,2484667,2270668,19421800,,14682,,,,,,0.106849189,,,,,,,,,,,,0,154.6565863,1322.830677
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1990,Elec - Distribution,2544456,2322166,19342254,,14237,,,,,,0.106648838,,,,,,,,,,,,0,163.1078177,1358.590574
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1991,Elec - Distribution,2598171,2371657,19141323,,13216,,,,,,0.128482972,,,,,,,,,,,,0,179.4534655,1448.344658
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1992,Elec - Distribution,2617816,2392044,19282128,,12523,,,,,,0.13108918,,,,,,,,,,,,0,191.0120578,1539.737124
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1993,Elec - Distribution,2655277.904,2424597.608,19862731.15,,12000.64481,,,,,,0.140019306,,,,,,,,,,,,0,202.0389442,1655.138658
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1994,Elec - Distribution,2693289.541,2457594.241,20460816.81,,11500.07793,,,,,,0.149557775,,,,,0.891001492,,,,,,,0,213.7023989,1779.189405
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1995,Elec - Distribution,2731859.259,2491039.93,21077099,,11018.98058,,,,,,0.159777645,,,,,0.88452096,,,78.18,,,,0,226.0680932,1912.799359
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1996,Elec - Distribution,2770995.54,2524940.784,21695578,,7003.980583,,,,,,0.178683386,,,24.05,16.43,0.878087562,,,108.06,,,,0,360.5008259,3097.606817
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1997,Elec - Distribution,2810707,2559303,22770398,,6633.980583,,,,,,0.160963011,,,16.6,14.69,0.860414523,,,119.16,,,,1,385.7869296,3432.3884
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1998,Elec - Distribution,2887032,2630447,23636115,,6833,,,,,,0.145,,,15.14,14.37,0.860986019,,,125.22,,,,1,384.9622421,3459.112396
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,1999,Elec - Distribution,2993749,2732205,23724517,17197.35511,5988,,,,307000000,307000000,0.1546281,,,10.44,9.83,0.870683556,,,139.47,,,,1,456.2800601,3962.010187
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2000,Elec - Distribution,3314469,3034965,23737766,18641,5109,,,,328000000,328000000,0.169804987,,,6.89,6.66,0.959174983,,,162.86,,,,1,594.0428655,4646.264631
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2001,Elec - Distribution,3232742,2933758,20845298,17035.2,4449,,,1087159000,305000000,1392159000,0.1825,,,7.06,6.1,0.919529227,,,184.17,,,,1,659.4196449,4685.389526
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2002,Elec - Distribution,3304409,3033423,19735000,,4251,,,1322133000,326640000,1648773000,0.2165,,,10.05,6.93,0.940765624,,,221.94,,,,1,713.5786874,4642.437074
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2003,Elec - Distribution,3369033,3097431,18485000,,3649,,,595973000,218255000,814228000,0.2357,,,8.75,6.22,0.950632671,,,255.31,,,,1,848.8437928,5065.771444
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2004,Elec - Distribution,3689320,3384548,18148000,,3845,,,782772000,105000000,887772000,0.2424,,,8.3,6.35,,,,291.897926,,,,1,880.246554,4719.895969
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2005,Elec - Distribution,3775340,3465954,19139000,,4147,,,1015890000,,1015890000,0.236,,,8.8,7.67,,,,309.1272803,,,,1,835.7738124,4615.143477
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2006,Elec - Distribution,3458042,3182639,18381000,,3854,83.78,4.793,631482000,127080000,758562000,0.21752799,0.06063765,0.156890339,7.99,6.3,0.999995915,42008,,333.8801009,175.2848579,,,1,825.8015049,4769.330566
Brazil,Light Serviços de Eletricidade S/A,LIGHT – RJ,90353,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,1997,Elec - Distribution,,1348,2030.672,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,1998,Elec - Distribution,,1357,1128.685,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,1999,Elec - Distribution,,1359,3069.236,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2000,Elec - Distribution,,1354,4959.685,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2001,Elec - Distribution,,1489,5700,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2002,Elec - Distribution,,1484,5500,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2003,Elec - Distribution,,1569,5300,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2004,Elec - Distribution,,1587,5200,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2005,Elec - Distribution,,1642,5900,,,,,,,,,,,,,,,,,,,,1,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,LUZ ANDES S.A. (LO BARNECHEA) ,LUZANDES  ,392,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1985,Elec - Distribution,,,2152463.71,,,,,,,,,,,,,,,,,,,,0,,
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1986,Elec - Distribution,,,2327556.961,,,,,,,,,,,,,,,,,,,,0,,
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1987,Elec - Distribution,386529.1706,340738.7123,2558686.307,,2199.468974,,,,,,,,,,,,,,,,,,0,154.9186264,1163.320027
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1988,Elec - Distribution,399398.8843,351385.8673,2588606.975,,2348.806683,,,,,,,,,,,0.831,,,,,,,0,149.601868,1102.094521
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1989,Elec - Distribution,407302.5139,358998.4633,2377389.991,,2378.287589,,,,,,,,,,,0.82,,,,,,,0,150.9482978,999.6225861
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1990,Elec - Distribution,413310.5316,363356.7011,2306080.801,,2274.379475,,,,,,0.13,,,,,0.81,,,,,,,0,159.7608073,1013.938451
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1991,Elec - Distribution,427766.8884,376405.2164,2645112.21,,1986.819809,,,,,,0.13,,,,,0.82,,,,,,,0,189.4511091,1331.329695
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1992,Elec - Distribution,436638.2036,384678.5416,2240766.171,,1561.038186,,,,,,0.16,,,,,0.76,,,97.28995804,,,,0,246.424812,1435.433285
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1993,Elec - Distribution,445698.3273,393133.7132,2642349.5,,1124.473624,,,,,,0.19,,,,,0.76,,,98.07888112,,,,0,349.6157712,2349.854585
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1994,Elec - Distribution,499644,433521,2805193,10478,810,,,,,,0.1722,,,,,0.76,,,138.31,,,,1,535.2111111,3463.201235
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1995,Elec - Distribution,556399,492016,2951650,13440.39,839,,,533391000,78120768,611511768,0.151,0.0808,0.0702,,,0.83,,,229.5,146.2,412,5100,1,586.431466,3518.057211
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1996,Elec - Distribution,603134,534418,2828047,13717,701,,,625788000,109242264,735030264,0.137,0.0823,0.0547,,,0.86,,,261.3,159,,,1,762.3651926,4034.303852
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1997,Elec - Distribution,628553,562350,3045314,14063.53,728,,,679713000,104604913.8,784317913.8,0.122,0.083,0.039,,,0.87,,,276.2,170.7,,,1,772.4587912,4183.123626
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1998,Elec - Distribution,643957,577062,3350974,14262.36,644,,,665949000,120585853.5,786534853.5,0.101,0.0762,0.0248,,,0.9,,,261.4,164.7,,,1,896.0590062,5203.375776
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,1999,Elec - Distribution,656661,587766,3398865,14555.018,649,,,758924000,97411107.92,856335107.9,0.098,0.0738,0.0242,,,0.9,,,290.4,189.2,,,1,905.6486903,5237.080123
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2000,Elec - Distribution,668051,598939,3546844.64,16001,584,,,836721000,93797224.18,930518224.2,0.095,0.0718,0.0232,13.0807,6.2323,0.91,,,320,208.9,369,5569,1,1025.580479,6073.36411
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2001,Elec - Distribution,682226,611843,3648007,16142,579,,,830946000,103157617.6,934103617.6,0.089,0.0691,0.0199,12.12222058,5.158753555,1,,,326,209,363,5486,1,1056.723661,6300.530225
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2002,Elec - Distribution,693789,623091,3895229,16475,666,,,864864000,115462088.8,980326088.8,0.083,0.0665,0.0165,9.402631096,4.277122327,,,,312,198.5,375,5652,1,935.5720721,5848.692192
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2003,Elec - Distribution,707676,636079,3978200,16833.317,635,,,892611000,86264606.34,978875606.3,0.081,0.0656,0.0154,8.81073355,3.770946816,,,,320.7,201,300,4196,1,1001.699213,6264.88189
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2004,Elec - Distribution,723742,650679,3999000,17021.5728,634,,,945141000,104064648.5,1049205648,0.0801,0.0614,0.0187,10.8649112,4.325366389,,,,320.6,196.7,302,4146,1,1026.307571,6307.570978
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2005,Elec - Distribution,741411,666760,4266360,17220.5736,633,,,1043899000,119449717.8,1163348718,0.0793,0.0636,0.0157,8.048683789,3.356732024,,,,338.2,209.7,310,4255,1,1053.333333,6739.905213
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2006,Elec - Distribution,760134,683405,4638980,17438.06,643,,,1068456000,97250045.2,1165706045,0.078,0.0645,0.0135,11.90026955,4.591597286,,,,320.4,196.9,305,4174,,,7214.587869
Peru,"LUZ DEL SUR (PRIVATIZED ON JULY, 1994)",LUZ del Sur,883,2007,Elec - Distribution,781543,702771,4992948,17690.15252,656,,,1043540000,116087241.5,1159627242,0.0757,0.0668,0.0089,9.969601539,3.086368743,,,,307.9,183,228,3997,,,7611.20122
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,1997,Elec - Distribution,,12640,35802.334,,,,,,,,,,,,,,,,,,,,1,,
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,1998,Elec - Distribution,13602,13093,38709.407,,,,,,,,,,,,,,,,,,,,1,,
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,1999,Elec - Distribution,14385,14449,38777,,,,,,,,,,,,,,,,,,,,1,,
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2000,Elec - Distribution,15145,15115,42711,,,,,,,,0.133993585,0.12060125,0.013392335,2,0,,0,0,,,,,1,,
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2001,Elec - Distribution,15854,15854,47462,,34,,,2138900000,507730000,2646630000,0.141776579,0.127596814,0.014179765,5,1,,0,0,,,,,1,466.2941176,1395.941176
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2002,Elec - Distribution,16473,15296,48724,,34,,,2287800000,685320000,2973120000,0.111792956,0.100607503,0.011185453,4,1,,5,24,,,,,1,449.8823529,1433.058824
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2003,Elec - Distribution,17190,15963,51342,,28,,,2456700000,554820000,3011520000,0.127049979,0.114350824,0.012699155,2,0,,41,23,,,,,1,570.1071429,1833.642857
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2004,Elec - Distribution,18023,17963,55901,,23,,,3006200000,432490000,3438690000,0.107797714,0.097010787,0.010786927,1,0,,23,20,,,,,1,781,2430.478261
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2005,Elec - Distribution,19082,18032.49,60986,,25,,,3607900000,805723000,4413623000,0.140196111,0.1261765,0.014019611,2,0,,36,19,,,,,1,721.2996,2439.44
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,Luz Linares S.A (LUZAGRO LTDA.) ,LUZLINARES,380,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,LUZ Y FUERZA DEL CENTRO,LyFC,203001,1995,Elec - Distribution,4768875,4220298,23465651,55677,10676.48,230,,2615035857,381783786,2996819643,0.1627,,,,5.3,0.9632,,6.14,251,221,,,0,395.2892714,2197.882729
