country,utility name,utility code,utility ID,year,Type of connection, Total number of connections (residential and non-residential) in the utility area,Total Number of residential connections in the utility area,Total electricity sold per year (MWh),Length of distribution network (km) ,Total number of employees ,Average wholesale price paid per MWh (local nominal currency),Average transmission charges per MWh purchased (local nominal currency),OPEX (operation expenditures) of the distribution services (local nominal currency),CAPEX (captial expenditures) of the distribution services (local nominal currency) ,TOTEX (total expenditures) of the distribution network (local nominal currency),Energy losses in distribution per year (due to technical losses and illegal connections) %,Energy losses in distribution per year due to technical losses %,Energy losses in distribution per year due to non-technical losses (illegal connections) %,Average duration of interruptions per subscriber (hours/year),Average frequency of interruptions per subscriber (# interruptions / year),Number of residential subscribers per 100 households in the concession area (Residential coverage) # / 100 households,Number of customer complaints per year,Average duration between customer complaint and the solution of the problem (hours),Average residential tariff (local nominal currency / MWh),Average industrial tariff (local nominal currency / MWh),Installation Cost (residential) local nominal currency,Installation Cost (Industrial) local nominal currency,Year of privatization,Residencial conexions per employee,Energy sold per employee
Chile,Energía de Casablanca S.A.,EDECSA,353,2002,Elec - Distribution,,2655,27200,,,,,,,,,,,,,,,,,,,,1,,
Chile,Energía de Casablanca S.A.,EDECSA,353,2003,Elec - Distribution,,2785,31200,,,,,,,,,,,,,,,,,,,,1,,
Chile,Energía de Casablanca S.A.,EDECSA,353,2004,Elec - Distribution,,2911,33300,,,,,,,,,,,,,,,,,,,,1,,
Chile,Energía de Casablanca S.A.,EDECSA,353,2005,Elec - Distribution,,3168,34700,,,,,,,,,,,,,,,,,,,,1,,
Chile,Energía de Casablanca S.A.,EDECSA,353,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,Energía de Casablanca S.A.,EDECSA,353,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1991,Elec - Distribution,198146.1031,164638.8318,561726,,1440,,,,,,,,,,,0.905549344,,,,,,,0,114.3325221,390.0875
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1992,Elec - Distribution,202678.1287,168019.9557,603442,,1426,,,,,,,,,,,0.906013847,,,,,,,0,117.8260559,423.171108
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1993,Elec - Distribution,207953.1093,171999.2835,647931,,,,,,,,,,,,,0.909273916,,,,,,,0,,
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1994,Elec - Distribution,224149,182090.5586,688698,9715.2,,,,,,,,,,,,0.943734101,,,,,,,0,,
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1995,Elec - Distribution,217134,183571.0592,757770,9680.1,,,,,,,,,,,,0.932739908,,,,,,,0,,
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1996,Elec - Distribution,221910,181578.2062,982480.5456,9645,,,,,,,,,,40,35,0.904511706,,,98.02498923,,,,1,,
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1997,Elec - Distribution,198322,175902.7462,1043700,11308,473,,,,,,0.127,,,19,15,0.859047573,,,90.69733532,,,,1,371.8874126,2206.553911
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1998,Elec - Distribution,226986,186681.1382,1110000,13257,475,,,,,,0.1,,,12,8,0.893797552,,,83.1,,,,1,393.0129225,2336.842105
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,1999,Elec - Distribution,232548,191942.0262,1472000,13997,475,,,,,,0.0973,,,8,4,0.900954629,,,86.5,,,,1,404.0884763,3098.947368
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,2000,Elec - Distribution,235093,194688.5942,1511000,15317,475,,,,,,0.091,,,6,4,0.895916387,,,95.7,,,,1,409.8707246,3181.052632
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,2001,Elec - Distribution,235383,195631.4871,1266000,15562,350,,,,,,0.093,,,6,4.5,0.882591727,,,,,,,1,558.947106,3617.142857
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,2002,Elec - Distribution,235261,196234.9923,1122000,15591,353,,,,,,0.098,,,6,5.5,0.867943937,,,,,,,1,555.9064938,3178.470255
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,2003,Elec - Distribution,240630,200709.483,1152000,15807,354,,,,,,,,,,,,,,,,,,1,566.9759407,3254.237288
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,2004,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,1,,
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,2005,Elec - Distribution,255920,,,15783.56026,,,,,,,,,,,,,,,,,,,1,,
Argentina,Energia de Entre Rios S.A.,EDEERSA,90226,2006,Elec - Distribution,263871,222800,1274889.971,15960.981,403,,,,,,0.1534,,,0.901639344,6.878306878,,,,63.38774363,7.149086162,,,,,
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,1994,Elec - Distribution,88103,,1527544,1284,,,,,,,0.4237,,,,,,,,,,,,0,,
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,1995,Elec - Distribution,90603,81325,1628986,1938,,,,8067180000,,,0.4137,,,,,,,,,,,,0,,
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,1996,Elec - Distribution,95804,86220,1896832,2020,494.9835729,,,25150779000,,,0.371,,,32.65,7.95,,,,,,,,0,174.1875988,3832.111011
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,1997,Elec - Distribution,101157,90934,2162017,2243,446.3261297,,,34583410000,,,0.3446,,,23.04,9.08,,,,,,,,0,203.7389119,4844.029637
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,1998,Elec - Distribution,,,,,,,,,,,,,,,,,,,,36725,,,0,,
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,1999,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,2000,Elec - Distribution,120152,,2210000,,,,,,,,,,,,,,,,,,,,0,,
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,2001,Elec - Distribution,125750,,2476000,,504,,,,,,,,,,,,,,,,,,0,,4912.698413
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,2002,Elec - Distribution,129852,,2288000,,487,,,,,,,,,,,,,,,,,,0,,4698.151951
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,2003,Elec - Distribution,131465,,2176000,,460,,,,,,,,,,,,,,,,,,0,,4730.434783
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,2004,Elec - Distribution,140662,,2407000,,472,,,,,,,,,,,,,,,,,,0,,5099.576271
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,2005,Elec - Distribution,142309,,2633000,,483,,,,,,,,,,,,,,,,,,0,,5451.345756
Venezuela,Energia Electrica de la Costa Oriental ,ENELCO,208007,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,Energia San Juan S.A.,ESJ,90224,1991,Elec - Distribution,115505.0106,102497.9477,351942,,,,,,,,,,,,,,,,,,,,0,,
Argentina,Energia San Juan S.A.,ESJ,90224,1992,Elec - Distribution,118960.2341,105564.0771,393941,,,,,,,,,,,,,0.432603469,,,,,,,0,,
Argentina,Energia San Juan S.A.,ESJ,90224,1993,Elec - Distribution,120542.1337,106967.8385,400063,,,,,,,,,,,,,0.463099102,,,,,,,0,,
Argentina,Energia San Juan S.A.,ESJ,90224,1994,Elec - Distribution,126448,110140.1531,466832,6588.52,,,,,,,,,,,,0.503747926,,,,,,,0,,
Argentina,Energia San Juan S.A.,ESJ,90224,1995,Elec - Distribution,128341,112063.8616,493407,6841.26,,,,,,,,,,,,0.541477051,,,,,,,0,,
Argentina,Energia San Juan S.A.,ESJ,90224,1996,Elec - Distribution,131027,116272,628992.03,7094,,,,,,,0.22,,,,,0.593521548,,,99.83,,,,1,,
Argentina,Energia San Juan S.A.,ESJ,90224,1997,Elec - Distribution,134506,118841,680000,,325,,,,,,0.1754,,,17.99974995,14.65922441,0.640876758,,,93.24,,,,1,365.6646154,2092.307692
Argentina,Energia San Juan S.A.,ESJ,90224,1998,Elec - Distribution,139798,123698,590000,,347,,,,,,0.128,,,11.12177312,8.03804897,0.704721916,,,90.82755527,,,,1,356.4783862,1700.288184
Argentina,Energia San Juan S.A.,ESJ,90224,1999,Elec - Distribution,142793,127748,632000,,346,,,,,,0.1225,,,9.281039438,6.042042537,0.768875613,,,93.68111122,,,,1,369.2138728,1826.589595
Argentina,Energia San Juan S.A.,ESJ,90224,2000,Elec - Distribution,147180,131164,654000,7830,336,,,,,,0.1165,,,6.486394885,4.023019161,0.833995112,,,91.09904262,,,,1,390.3690476,1946.428571
Argentina,Energia San Juan S.A.,ESJ,90224,2001,Elec - Distribution,151461,134803,629200,7939,310,,,,,,0.1181,,,5.665416218,3.621078668,0.905514244,,,91.1959328,,,,1,434.8483871,2029.677419
Argentina,Energia San Juan S.A.,ESJ,90224,2002,Elec - Distribution,153514,136783,592000,7842,305,,,,,,0.1472,,,5.4581813,3.966142584,0.970676979,,,,,,,1,448.4688525,1940.983607
Argentina,Energia San Juan S.A.,ESJ,90224,2003,Elec - Distribution,153280,136572.48,635000,7911,285,,,,,,,,,,,,,,,,,,1,479.2016842,2228.070175
Argentina,Energia San Juan S.A.,ESJ,90224,2004,Elec - Distribution,161194,143623.854,697000,7980,280,,,,,,,,,,,,,,,,,,1,512.9423357,2489.285714
Argentina,Energia San Juan S.A.,ESJ,90224,2005,Elec - Distribution,166662,148495.842,743000,8084,280,,,,,,,,,,,,,,,,,,1,530.3422929,2653.571429
Argentina,Energia San Juan S.A.,ESJ,90224,2006,Elec - Distribution,171186,153465,794101.2617,8085,296,,,,,,0.077,,,1.049180328,7.407407407,,,,31.5164208,4.540912911,,,,,
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1986,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,0,,
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1987,Elec - Distribution,,226993,928793,,973,,,,,,0.089215686,,,,,1,,,,,,,0,233.2918808,954.5662898
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1988,Elec - Distribution,,232542,1022508,,770,,,,,,0.087053571,,,,,1,,,,,,,1,302.0025974,1327.932468
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1989,Elec - Distribution,,241724,1086835,,746,,,,,,0.062931034,,,,,1,,,,,,,1,324.0268097,1456.883378
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1990,Elec - Distribution,,257259,1111728,,726,,,,,,0.060862215,,,,,1,,,,,,,1,354.3512397,1531.305785
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1991,Elec - Distribution,,261616,1200523,,724,,,,,,0.0625,,,,,1,,,,,,,1,361.3480663,1658.180939
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1992,Elec - Distribution,,276269,1169592,,710,,,,,,0.065495208,,,,,,,,,,,,1,389.1112676,1647.312676
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1993,Elec - Distribution,,286616,1211306,,672,,,,,,0.067744419,,,1.75,9.46,,,,,,,,1,426.5119048,1802.53869
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1994,Elec - Distribution,,296420,1179534,,686,,,,,,0.070133964,,,1.3,13.84,,,,,,,,1,432.0991254,1719.437318
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1995,Elec - Distribution,334768,308200,1117846,,688,,,33284730000,6575400000,39860130000,0.058888255,0.058888255,,,,,,,,,,,1,447.9651163,1624.776163
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1996,Elec - Distribution,,320737.5853,1206212,,632.0612891,,,,,,0.05956996,0.05956996,,,,,,,,,,,1,507.4469689,1908.378223
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1997,Elec - Distribution,,333785.2,1253187,,606.7038222,,,,,,0.062031445,0.062031445,,,,,,,,,,,1,550.1616897,2065.566351
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1998,Elec - Distribution,,346039.6,1366544,,582.3636636,,,,,,0.063471063,0.063471063,,,,,,,,,,,1,594.1984737,2346.547502
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,1999,Elec - Distribution,381937,351351.68,1398167,,559,,,,,,0.056765036,0.056765036,,,,,,,,,,,1,628.5361002,2501.193202
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2000,Elec - Distribution,392522,361120.24,1524516,,518.5354376,,,,,,0.063144631,0.063144631,,,,,,,,,,,1,696.4234531,2940.042068
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2001,Elec - Distribution,405489,373049.88,1602820,,481,,,,,,0.066165259,0.066165259,,,,,,,,,,,1,775.5714761,3332.266112
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2002,Elec - Distribution,416313,384673.212,1667078,,480,,,,,,0.070171882,0.063624497,0.006547384,,,,25,5.3,,,,,1,801.402525,3473.079167
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2003,Elec - Distribution,,391044.16,1757308,,450,,,69895900000,5305190000,75201090000,0.071726755,0.059958186,0.011768569,,,,2279,13.4,,,,,1,868.9870222,3905.128889
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2004,Elec - Distribution,,400437.36,1880423,,418,,,76679220000,4797550000,81476770000,0.077321432,0.059880144,0.017441288,,,,8415,12.2,,,,,1,957.9841148,4498.619617
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2005,Elec - Distribution,,408602.36,1975001,,386,,,97300950000,10944750000,1.08E+11,0.088511348,0.057069845,0.031441503,,,,9849,17.4,,,,,1,1058.555337,5116.582902
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2006,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,ENERQUINTA (CHILQUINTA ENERGIA S.A.),CHILQUINTA,341,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,Ente Provincial de Neuquen,EPEN,90240,1992,Elec - Distribution,28783,24246,269511,,,,,,,,,,,,,0.24249516,,,,,,,0,,
Argentina,Ente Provincial de Neuquen,EPEN,90240,1993,Elec - Distribution,31415,26330,251199,2706,,,,14308.555,,14308.555,,,,,,0.25530142,,,,,,,0,,
Argentina,Ente Provincial de Neuquen,EPEN,90240,1994,Elec - Distribution,34218,28679,423944,3264,624,,,25435.258,,25435.258,,,,,,0.26984253,,,,,,,0,45.9599359,679.3974359
Argentina,Ente Provincial de Neuquen,EPEN,90240,1995,Elec - Distribution,34989,29322,488975,3413.666667,612,,,24033.291,,24033.291,,,,,,0.267957,,,,,,,0,47.91176471,798.9787582
Argentina,Ente Provincial de Neuquen,EPEN,90240,1996,Elec - Distribution,36008,30132,488389,3570.196112,600,,,,,,,,,,,0.26766037,,,,,,,0,50.22,813.9816667
Argentina,Ente Provincial de Neuquen,EPEN,90240,1997,Elec - Distribution,38953,32652,695700,3541,620,,,,,,0.069,,,,,0.28215652,,,,,,,0,52.66451613,1122.096774
Argentina,Ente Provincial de Neuquen,EPEN,90240,1998,Elec - Distribution,40728,34323,766300,4076.5,612,,,,,,0.0588,,,,,0.28874279,,,,,,,0,56.08333333,1252.124183
Argentina,Ente Provincial de Neuquen,EPEN,90240,1999,Elec - Distribution,42223,35697,596600,4259.200195,612,,,,,,0.058,,,,,0.29255518,,,,,,,0,58.32843137,974.8366013
Argentina,Ente Provincial de Neuquen,EPEN,90240,2000,Elec - Distribution,43698,36437,584000,4162,620,,,,,,0.065,,,,,0.29111057,,,,,,,0,58.76935484,941.9354839
Argentina,Ente Provincial de Neuquen,EPEN,90240,2001,Elec - Distribution,45385,38650,581300,4287.700195,630,,,,,,0.0661,,,,,0.30121655,,,126.610001,66.499962,,,0,61.34920635,922.6984127
Argentina,Ente Provincial de Neuquen,EPEN,90240,2002,Elec - Distribution,46685,40330,566600,4399.700195,615,,,,,,0.0912,,,,,0.30678415,,,158.134201,79.808861,,,0,65.57723577,921.300813
Argentina,Ente Provincial de Neuquen,EPEN,90240,2003,Elec - Distribution,48581,41961,624000,4600,635,,,,,,,,,,,0.31172737,,,157.10202,90.229797,,,0,66.08031496,982.6771654
Argentina,Ente Provincial de Neuquen,EPEN,90240,2004,Elec - Distribution,51072,,,4801,634,,,,,,,,,,,,,,,,,,0,,
Argentina,Ente Provincial de Neuquen,EPEN,90240,2005,Elec - Distribution,51072,,,4801,634,,,,,,,,,,,,,,,,,,0,,
Argentina,Ente Provincial de Neuquen,EPEN,90240,2006,Elec - Distribution,51072,47140,493800,4801,634,,,,,,0.1079,,,0.983606557,10.8994709,,,,52.12621243,1.356560947,,,,,
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1987,Elec - Distribution,446185,396620,3876367,,2574,,,,,,0.079583136,,,,,0.889,,,,,,,0,154.0870241,1505.970085
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1988,Elec - Distribution,477590,426017,3986819,,2175,,,,,,0.069150175,,,,,0.889,,,,,,,0,195.8698851,1833.02023
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1989,Elec - Distribution,492937,439826,4171474,,3055,,,,,,0.073754153,,,,,0.89,,,,,,,0,143.9692308,1365.457938
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1990,Elec - Distribution,529690,428529,3992071,,2990,,,,,,0.095054446,,,,,0.9,,,,,,,0,143.3207358,1335.140803
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1991,Elec - Distribution,550632,443797,4071979,,2853,,,,,,0.09751773,,,24.5,,0.904311981,,,,,,,0,155.554504,1427.26218
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1992,Elec - Distribution,574868,463918.476,4102564,,2718,,,,,,0.109083007,,,25.82,,0.91716447,,,,,,,0,170.683766,1509.405445
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1993,Elec - Distribution,613763,496691,4360433,,2695.910236,,,,,,0.113571719,,,28.37,,0.952716034,,,,,,,0,184.238701,1617.425143
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1994,Elec - Distribution,651427,528277,4695188,,2674,,,,,,0.116007533,,,28.78712695,,0.983129023,,,,,,,0,197.5605834,1755.866866
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1995,Elec - Distribution,682924.9033,552561.503,5058329,,1827,,,,,,0.107767625,,,29.21038696,,0.997702519,,,78.18,,,,0,302.441983,2768.652983
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1996,Elec - Distribution,715961.6658,577962.3465,5232024,,1770,,,,,,0.100112989,,,29.64,17.32,1,,,108.06,,,,0,326.5323992,2955.945763
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1997,Elec - Distribution,750624,604539,5801900,,1592,,,,,,0.093,,,22.14,16.86,1,,,119.16,,,,0,379.7355528,3644.409548
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1998,Elec - Distribution,789447,634338,6196219,,1574,,,,,,0.0885,,,17.9,15.34,1,,,125.22,,,,1,403.0101652,3936.606734
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,1999,Elec - Distribution,826014,661173,6348420,24757.31017,1578,,,,,,0.0913,,,18.69,14.34,1,,,139.47,,,,1,418.9942966,4023.079848
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2000,Elec - Distribution,865024,691225,6779597,25367,1505,,,,,,0.0959,,,13.86,12.63,1,,,162.86,,,,1,459.2857143,4504.715615
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2001,Elec - Distribution,922407,725908,6103766,32571.84,1411,,,281764000,47174000,328938000,0.1049,,,12.91,11.02,1,,,184.17,,,,1,514.4635011,4325.844082
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2002,Elec - Distribution,954381,756409,6364928,,1353,,,257936000,44960000,302896000,0.1134,,,14.53,10.94,1,,,221.94,,,,1,559.0606061,4704.307465
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2003,Elec - Distribution,968148,764264,5900329,,1305,,,304881000,64500000,369381000,0.1219,,,10.68,8.77,1,,,255.31,,,,1,585.6429119,4521.324904
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2004,Elec - Distribution,983159,774805,5625917,,1231,,,240815000,89900000,330715000,0.1303,,,11.48,9.67,,,,268.9782893,,,,1,629.4110479,4570.20065
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2005,Elec - Distribution,1030900,812000,5440800,,1158,,,310569000,139400000,449969000,0.13,,,11.83,8.65,,,,277.2415547,,,,1,701.208981,4698.445596
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2006,Elec - Distribution,1064730,830388,4287000,52608,999,81.19,4.859,396140000,191333000,587473000,0.212984951,0.122498902,0.090486049,8.31,6.34,1,71812,1.983333333,314.1114966,212.6487399,,,1,831.2192192,4291.291291
Brazil,Espírito Santo Centrais Eletricas S/A.,ESCELSA – ES,90351,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,1995,Elec - Distribution,,,13834,,,,,,,,,,,,,,,,75.55,,,,0,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,1996,Elec - Distribution,,,,,,,,,,,,,,2,7,,,,104.16,,,,0,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,1997,Elec - Distribution,,,,,,,,,,,,,,4,15,,,,122.32,,,,0,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,1998,Elec - Distribution,,,,,,,,,,,,,,11.55,37.5,,,,129.42,,,,0,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,1999,Elec - Distribution,4899,,17025,210,31,,,,,,0.031894273,,,7.48,14.22,,,,141.16,,,,0,,549.1935484
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2000,Elec - Distribution,5066,,18054,219,31,,,,,,0.035393819,,,2.14,6.76,,,,156.95,,,,1,,582.3870968
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2001,Elec - Distribution,5226,,22376,228,32,,,,,,0.027618877,,,4.88,8.8,,,,182.27,,,,1,,699.25
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2002,Elec - Distribution,,,,,,,,,,,,,,6.23,7.99,,,,210.75,,,,1,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2003,Elec - Distribution,,,,,,,,,,,,,,0.61,2.58,,,,232.64,,,,1,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2004,Elec - Distribution,,,,,,,,,,,,,,0.9,2.4,,,,,,,,1,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2005,Elec - Distribution,,,,,,,,,,,,,,2.35,6.15,,,,,,,,1,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2006,Elec - Distribution,5799,4327,20088,,,87.53,,,,,0.028,0.028,0,18,17,,,,,,,,1,,
Brazil,Força e Luz Coronel Vivida Ltda ,FORCEL,90441,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,GEDELSA,GEDELSA,373,1997,Elec - Distribution,,505,5064.388,,,,,,,,,,,,,,,,,,,,1,,
Chile,GEDELSA,GEDELSA,373,1998,Elec - Distribution,,979,9712.741,,,,,,,,,,,,,,,,,,,,1,,
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2000,Elec - Distribution,33089,28727,113347.694,,,,,,,,,,,,,,,,,,,,1,,
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2001,Elec - Distribution,34288,29903,123918.398,,190,,,53283416,16628764,69912180,,,,,,,,,,,,,1,157.3842105,652.2020947
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2002,Elec - Distribution,35225,30674,129213.596,354,196,,,51231317,8216347,59447664,0.1,0.08,0.02,,,,55.8,,566.6215697,585.040893,,,1,156.5,659.2530408
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2003,Elec - Distribution,36437,31707,138292.268,,201,,,59282109,11881573,71163682,0.1315,,,,,,,,,,,,1,157.7462687,688.0212338
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2004,Elec - Distribution,34921.44227,30414.94227,125510.756,354,194,,,60360620,7457738,67818358,0.1,,,,,,125.1,,647.36,,,,1,156.778053,646.9626598
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2005,Elec - Distribution,33405.88455,29122.88455,131571.196,,185,,,83487720,20990422,104478142,0.1067,,,,,,,,,,,,1,157.4209976,711.1956541
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2006,Elec - Distribution,36779,32097,151007.627,,200,,,95638419,40551986,136190405,0.0962,,,,,,,,800,,,,,160.485,755.038135
Grenada,Grenada Electricity Services Limited,GRENLEC,206003,2007,Elec - Distribution,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,1995,Elec - Distribution,,,38727,,,,,,,,,,,,,,,,75.55,,,,,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,1996,Elec - Distribution,,,,,,,,,,,,,,,,,,,104.16,,,,1,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,1997,Elec - Distribution,,,,,,,,,,,,,,9.45,27,,,,122.32,,,,1,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,1998,Elec - Distribution,,,,,,,,,,,,,,18.66,33.63,,,,129.42,,,,1,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,1999,Elec - Distribution,10322,,47383,172.6000061,41,,,,,,0.041998185,,,16.45,28.97,,,,141.16,,,,1,,1155.682927
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2000,Elec - Distribution,10643,,51113,162.71,42,,,,,,0.02920979,,,12.86,27.84,,,,156.95,,,,1,,1216.97619
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2001,Elec - Distribution,11056,,55168,163.99,42,,,,,,0.034675899,,,9.97,24.43,,,,182.27,,,,1,,1313.52381
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2002,Elec - Distribution,,,,,,,,,,,,,,12.97,24.94,,,,210.75,,,,1,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2003,Elec - Distribution,,,,,,,,,,,,,,11.26,13.18,,,,232.64,,,,1,,
Brazil,Hidroeletrica Panambi S/A (HIDROPAN),PANAMBI,90446,2004,Elec - Distribution,,,,422,,,,4852000,1035000,5887000,,,,11.76,13.31,,1272,0.7,247.29,159.79,,,1,,
